T1,T2,char
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,f
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,g
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,h
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,Z
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,j
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,k
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,l
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,m
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,n
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,o
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,p
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
0.00E+00,0.00E+00,q
